ID,x0,x1,class
257,3.144162,-1.623936,0
258,17.4702,22.290732,1
259,18.819724,14.226568,1
260,-2.048326,19.490061,0
261,19.693177,-5.63254,1
262,5.581424,5.670233,0
263,-9.757116,15.973566,0
264,4.471171,-1.377764,0
265,-0.008143,13.725417,0
266,4.210457,26.809127,0
267,11.938075,3.607234,1
268,17.917359,21.101277,1
269,24.178883,-10.521968,1
270,10.176367,15.43404,1
271,-1.108893,5.45455,0
272,4.796797,17.087626,0
273,20.58357,7.191764,1
274,7.379428,2.115678,0
275,-1.401231,7.78729,0
276,11.852758,11.144604,1
277,2.206127,-1.426569,0
278,2.336554,-0.953419,0
279,2.816145,0.404609,0
280,-4.175226,18.092296,0
281,9.077885,4.591965,1
282,4.843528,-3.829038,0
283,14.297403,7.198649,0
284,16.326265,17.591022,1
285,-0.8444,4.096765,0
286,20.22128,13.520837,1
287,0.480945,19.929989,0
288,20.554547,14.712536,1
289,3.60682,24.75261,0
290,18.595856,18.925394,1
291,17.268781,18.387397,1
292,-1.09676,22.094918,0
293,4.068119,0.814668,0
294,19.026106,18.968346,1
295,19.019863,19.26407,1
296,1.808429,24.816382,0
297,-1.9177,24.114064,0
298,18.414489,19.199001,1
299,13.068171,0.068782,1
300,-1.460749,2.708348,0
301,-1.945046,6.250672,0
302,7.055265,9.296073,1
303,-1.863916,23.135293,0
304,3.294862,0.623655,0
305,18.998594,-2.443482,1
306,4.171684,-2.996478,0
307,1.807794,0.290698,0
308,16.941849,-11.755494,1
309,1.979921,6.421415,0
310,6.365122,12.037979,0
311,1.811518,4.165227,0
312,13.451746,8.645325,1
313,2.113851,3.695022,0
314,-0.482801,2.450672,0
315,7.29772,26.900187,0
316,18.191321,7.951867,1
317,16.968643,-27.566127,1
318,0.895337,6.589312,0
319,9.524245,16.134677,0
320,9.462126,17.52752,0
321,-2.143492,3.797561,0
322,2.625584,35.408908,0
323,18.813754,11.337224,1
324,2.414299,26.426689,0
325,13.504527,12.385237,0
326,2.571528,-1.553668,0
327,18.206123,22.756871,1
328,-0.156927,5.956099,0
329,2.852843,2.468007,0
330,1.953291,14.08632,0
331,-3.822258,6.56592,0
332,18.283881,31.258782,1
333,-0.515112,7.069089,0
334,21.194344,7.564396,1
335,13.781918,14.494908,1
336,31.090902,-16.722215,1
337,-0.272164,6.494646,0
338,-0.140527,2.274868,0
339,20.333328,-7.529609,1
340,17.442647,23.615715,1
341,11.170305,13.128585,1
342,-2.635193,17.619902,0
343,18.256994,3.464224,1
344,19.817608,-15.75606,1
345,8.20269,16.952056,0
346,19.371233,16.315583,1
347,7.112479,-7.945276,0
348,19.058837,9.253068,1
349,2.630243,-0.463801,0
350,7.80206,23.443346,0
351,17.085644,-4.294819,1
352,-4.226713,29.735916,1
353,18.713839,13.640558,1
354,18.390046,16.973243,1
355,19.027257,8.807268,1
356,12.990548,19.350228,0
357,5.003912,24.884659,0
358,1.648858,28.670211,0
359,13.441309,-1.549021,1
360,-3.62074,28.574048,1
361,26.33962,-7.8144,1
362,18.424436,21.567524,1
363,16.960391,21.416546,1
364,15.136328,-3.981951,1
365,2.996274,2.063171,0
366,20.919661,14.133597,1
367,2.489647,9.497994,0
368,17.89305,32.81031,0
369,-2.272574,57.897651,0
370,-0.825245,5.235904,0
371,14.343655,6.713139,1
372,-2.978446,8.972888,0
373,6.131454,27.801536,0
374,-2.660579,28.850978,0
375,3.480309,21.195215,0
376,6.189529,14.985246,0
377,0.009117,3.866962,0
378,2.775858,0.204393,0
379,10.472646,13.41995,1
380,29.488677,-5.359456,1
381,12.736403,5.100828,1
382,26.703195,-8.147184,1
383,19.331913,15.007349,1
384,2.645285,-0.017038,0
385,2.233729,1.852766,0
386,-2.032683,6.465437,0
387,6.320475,12.938617,0
388,17.198044,22.258105,1
389,10.391622,5.552923,1
390,5.591555,-0.299289,0
391,19.548059,0.023821,1
392,1.343807,0.867384,0
393,0.653082,-3.034846,0
394,8.459359,-1.347499,0
395,0.035098,23.729994,0
396,0.362058,3.307681,0
397,12.350737,7.913688,1
398,1.166778,6.306895,0
399,2.718578,30.553246,1
400,2.675069,16.22213,0
401,21.644719,8.990555,1
402,2.455767,2.002469,0
403,0.49262,14.248348,0
404,1.159118,2.733259,0
405,14.169146,8.121646,1
406,24.709962,-11.328904,1
407,16.20963,25.364415,1
408,20.257137,7.614515,1
409,8.463717,1.465689,0
410,25.059459,-1.976496,1
411,0.090894,3.401741,0
412,-4.19879,12.460528,0
413,1.606254,0.222412,0
414,19.80764,13.708577,1
415,2.362525,0.085414,0
416,18.563352,23.851745,1
417,-0.586752,23.475471,0
418,3.860478,-1.949513,0
419,18.870614,15.017045,1
420,21.029685,-1.565869,1
421,16.053339,10.247389,1
422,17.576482,20.226303,1
423,18.154756,-9.45618,1
424,-0.795481,24.083494,0
425,1.865755,-2.274013,0
426,19.287491,16.588374,1
427,8.134779,29.185649,0
428,0.055601,4.284541,0
429,21.412575,4.088945,1
430,17.359828,11.265694,1
431,1.474418,11.180808,0
432,23.099236,-0.502172,1
433,1.066419,4.699104,0
434,21.757478,-1.812993,1
435,23.73312,-26.030008,1
436,15.086871,2.647722,1
437,9.734695,22.646507,0
438,5.608748,24.08851,0
439,16.082708,8.53013,1
440,3.033579,31.020541,0
441,5.977403,-5.803231,0
442,13.850585,-0.60186,0
443,4.062783,19.825567,0
444,7.642794,18.835752,1
445,14.176461,5.048284,1
446,0.869499,20.310488,0
447,17.676377,23.852727,1
448,11.281348,3.679003,1
449,18.174054,16.940998,1
450,4.14553,-1.612362,0
451,19.184533,17.058614,1
452,1.293831,3.206747,0
453,2.392759,4.637591,0
454,21.63156,9.904447,1
455,17.239077,26.077482,1
456,2.896403,2.806458,0
457,-6.361567,24.410406,0
458,0.861896,4.534093,0
459,0.473382,17.329952,0
460,18.941011,18.631372,0
461,18.565939,14.146597,1
462,22.389499,-7.668642,1
463,-0.363625,7.522132,0
464,2.985457,-1.349258,0
465,-0.307277,6.272258,0
466,7.419341,43.927037,0
467,18.392453,14.083701,1
468,4.815279,20.800903,0
469,1.182187,0.181391,0
470,0.456338,10.905647,0
471,3.140913,15.047479,0
472,2.644125,22.266383,0
473,25.89217,-4.808942,1
474,5.016019,-3.248126,0
475,22.869746,-3.038757,1
476,2.859713,0.748014,0
477,0.485,2.690108,0
478,21.445459,10.700019,1
479,2.334245,0.74537,0
480,28.121852,-13.871851,1
481,0.207019,6.2607,0
482,2.829022,-1.029631,0
483,31.145466,-35.065261,1
484,19.820563,23.514285,1
485,-1.086606,13.308204,0
486,24.202306,2.827843,1
487,-3.390643,24.476331,0
488,-0.07216,5.739338,0
489,3.005984,39.773906,0
490,6.11121,-2.824188,0
491,3.052639,18.407343,0
492,17.252509,26.55895,1
493,1.996514,7.723106,0
494,0.932435,24.362988,0
495,17.162534,19.448664,1
496,-1.703634,4.722736,0
497,0.868334,4.361018,0
498,9.114665,28.75794,0
499,31.678378,-13.858062,1
500,15.988008,29.178954,1
501,10.594675,19.9978,1
502,5.80263,31.639176,0
503,17.155336,24.878151,1
504,2.142495,35.692498,0
505,16.542488,40.277537,1
506,18.348734,14.424542,1
507,2.421585,22.642612,0
508,-3.53375,12.558963,0
509,2.757586,3.578165,0
510,-4.82,24.865354,0
511,22.381976,-5.810855,1
512,3.116049,17.410002,0
513,20.899305,15.057361,1
514,17.400289,30.498823,1
515,2.551022,17.090487,0
516,-10.70646,16.082088,0
517,1.010685,3.227402,0
518,15.775968,5.944464,1
519,18.618807,24.899304,1
520,7.57502,33.355897,0
521,6.32701,-2.746758,0
522,13.478541,14.749065,1
523,-0.13923,2.376863,0
524,0.843242,2.405539,0
525,4.743261,2.321029,0
526,20.08916,23.196785,1
527,18.675589,18.184457,1
528,18.627238,14.775983,1
529,6.334607,34.400707,0
530,1.913318,-1.462321,0
531,-3.474982,24.278718,0
532,14.758774,-0.207436,1
533,18.792237,22.669998,0
534,19.680175,13.966888,1
535,-0.678462,9.280837,0
536,1.891424,15.469991,0
537,2.133211,39.827766,0
538,23.45588,-2.277841,1
539,8.511976,15.359916,1
540,2.354599,0.014784,0
541,20.357267,18.424695,1
542,3.834751,-0.749732,0
543,20.907237,8.317396,1
544,29.034021,-18.356897,1
545,21.442434,-13.44516,1
546,24.603061,-16.66238,1
547,2.91789,15.859755,0
548,-2.596581,17.553459,0
549,1.240713,2.049705,0
550,6.370763,12.08457,1
551,-5.76616,23.970281,0
552,2.297467,14.022412,1
553,6.569697,9.092916,1
554,0.111888,19.205169,0
555,17.367458,28.85535,1
556,16.386667,9.624513,1
557,0.454543,4.146887,0
558,17.194155,34.626266,0
559,21.91495,-9.033253,1
560,-4.658622,27.374637,0
561,0.93792,4.928069,0
562,-4.043681,-3.248776,0
563,21.569077,-3.49397,1
564,17.017915,28.803736,1
565,17.303759,23.651322,1
566,-2.348773,5.001346,0
567,0.726394,38.741351,0
568,17.349264,22.819493,1
569,1.991316,-1.282245,0
570,2.522205,1.628302,0
571,19.123366,13.299466,0
572,2.875142,14.301347,0
573,25.475577,-10.874443,1
574,24.616791,-1.708501,1
575,11.582709,12.757409,1
576,-1.750164,22.514028,0
577,7.665203,18.838781,0
578,-1.348086,3.359793,0
579,-2.319095,13.23825,0
580,3.263588,7.545417,0
581,3.840278,0.128311,0
582,0.786733,18.310051,0
583,22.087515,-3.513417,1
584,-1.260325,24.422105,0
585,17.619207,18.372448,1
586,2.383244,1.665737,0
587,-1.082499,38.552011,0
588,4.848624,17.926353,1
589,-1.033072,5.049937,0
590,18.7209,19.104357,1
591,18.909535,9.754171,1
592,10.028465,6.653643,1
593,-2.082445,26.405866,0
594,18.496761,21.307109,1
595,7.011105,23.043018,0
596,-0.111601,-1.599665,0
597,20.504364,10.074559,1
598,0.385352,30.745792,0
599,18.317453,17.027985,1
600,11.945408,9.317733,1
601,20.304021,10.792015,1
602,3.921386,-0.980116,0
603,-1.239632,7.157097,0
604,19.655248,17.87117,1
605,19.5595,19.866933,1
606,18.299302,9.222322,1
607,5.224129,-5.651037,0
608,-0.14675,5.294172,0
609,5.662323,6.189297,0
610,19.297471,17.549015,1
611,19.119738,-7.582891,1
612,5.196508,-0.366905,1
613,5.144255,2.259636,0
614,19.087268,18.962465,1
615,1.45643,36.995739,0
616,20.598652,13.821932,1
617,19.752581,21.156621,1
618,13.046509,4.107068,1
619,-11.297859,16.604415,0
620,-3.691963,9.142105,0
621,17.060023,1.931879,1
622,-0.623877,5.612398,0
623,2.206378,3.10342,0
624,16.751225,18.346453,1
625,0.880818,5.336738,0
626,17.730104,1.228338,1
627,0.301145,3.472418,0
628,2.662004,-0.757931,0
629,-3.020947,19.459329,0
630,3.086962,1.365337,0
631,19.614081,10.206483,1
632,-0.432347,16.754826,0
633,18.579794,10.38593,1
634,5.002784,22.493632,0
635,-10.534627,23.870704,0
636,15.90378,26.172767,1
637,19.696326,19.643561,1
638,14.900135,12.497824,1
639,18.281367,7.153041,1
640,10.418594,15.903167,0
641,18.130282,-2.486984,1
642,20.899527,8.412736,1
643,1.550302,-1.736383,0
644,8.9011,17.170747,0
645,18.399683,16.930567,1
646,0.447753,6.072919,0
647,5.05606,0.668366,0
648,17.779205,21.449596,0
649,3.367425,-3.064861,0
650,-3.591909,9.092209,0
651,2.688562,15.240693,0
652,1.49388,18.285513,0
653,6.442016,13.660095,0
654,9.888929,13.038083,0
655,13.193307,13.909138,1
656,18.498976,17.226013,1
657,1.142301,0.167664,0
658,15.752483,5.799813,1
659,22.124898,10.302852,1
660,15.865547,24.763104,1
661,15.106671,15.712266,1
662,-1.960938,32.611223,0
663,1.108784,-0.656936,0
664,17.726708,23.022645,1
665,0.147195,1.911915,0
666,-2.379444,9.359628,0
667,22.537014,7.224847,1
668,-0.57353,15.383078,0
669,2.215725,28.628211,0
670,0.36657,3.554535,0
671,18.19461,19.362936,1
672,7.747135,14.211319,0
673,19.52633,2.698245,1
674,-2.390213,5.655532,0
675,-8.231502,8.406667,0
676,-3.274128,7.153039,0
677,18.757264,17.163573,1
678,2.275069,0.276646,0
679,17.504222,16.194157,1
680,16.945958,16.827564,1
681,5.580421,7.767794,0
682,26.227822,-6.444269,1
683,20.233441,15.680888,1
684,24.670016,2.593464,1
685,4.036184,-5.077777,0
686,16.703164,18.744933,1
687,8.965052,1.158164,0
688,13.214083,32.980344,1
689,4.885896,21.075842,1
690,16.591692,13.516309,1
691,20.564967,11.450417,1
692,-6.398448,23.366779,0
693,24.8228,4.487657,1
694,-3.577495,25.628682,0
695,3.420733,28.937838,0
696,-2.880829,6.775594,0
697,17.823493,18.669746,1
698,19.270196,12.185928,1
699,18.478584,19.431126,1
700,37.91696,-20.875565,1
701,4.279018,29.361364,0
702,19.619521,14.720127,1
703,0.856396,1.407759,0
704,11.775278,28.528003,0
705,4.201931,-2.323786,0
706,5.463062,8.766696,0
707,11.946535,23.187648,1
708,17.242762,19.576218,1
709,21.133627,11.744141,1
710,7.51344,5.383511,1
711,3.380838,2.143545,0
712,19.792223,9.229535,1
713,19.723842,16.277342,1
714,2.22859,3.258674,0
715,0.821294,-0.11248,0
716,2.562954,2.110198,0
717,1.986743,3.45912,0
718,24.158256,6.0213,1
719,0.143208,0.474946,0
720,16.833846,20.821205,1
721,-0.535707,5.690657,0
722,0.047925,17.907708,0
723,-0.387338,5.263762,0
724,17.316251,12.746074,1
725,22.855686,-12.740707,1
726,0.860769,2.547361,0
727,20.169626,7.0933,1
728,5.324118,30.206521,1
729,22.135652,7.010685,1
730,0.239039,4.344012,0
731,19.015005,22.069361,1
732,5.0845,0.723309,0
733,-3.281726,20.738476,0
734,17.003881,18.831067,1
735,25.368784,-7.994136,1
736,18.875445,-13.447286,1
737,18.182089,18.306622,1
738,9.586007,18.122046,0
739,20.359279,18.464549,1
740,27.66281,-11.98322,1
741,1.462548,2.040741,0
742,1.597274,-0.94321,0
743,4.109643,11.989499,0
744,-13.503657,3.325312,0
745,28.02063,-7.18594,1
746,-2.058928,30.214445,0
747,20.536424,-18.925653,1
748,5.978826,22.176153,0
749,1.612385,-2.63233,0
750,18.597358,-1.272548,1
751,0.054916,7.83411,0
752,17.032525,16.49761,1
753,6.009143,18.417969,0
754,-2.217276,4.530066,0
755,14.462996,20.950574,1
756,-1.289664,5.989548,0
757,4.231715,5.60795,0
758,15.528048,27.008149,1
759,20.573513,7.53322,1
760,17.408068,20.610894,1
761,13.062203,22.472743,0
762,7.332198,18.19272,0
763,3.33302,-1.811741,0
764,-3.8835,4.179774,0
765,11.503168,0.132438,1
766,18.261378,-19.411034,1
767,22.897026,8.015921,1
768,21.618156,-0.958916,1
769,21.527781,7.312447,1
770,16.00735,26.464053,1
771,12.027418,3.5226,1
772,18.219142,26.046428,1
773,-3.531677,7.4031,0
774,18.635063,-4.738392,1
775,11.681117,26.125688,0
776,16.847954,12.845334,1
777,17.428578,23.584102,1
778,21.211249,-7.941963,1
779,17.842896,2.672607,1
780,-4.056212,15.188514,0
781,4.068123,-2.013022,0
782,-1.800782,3.382732,0
783,17.578197,17.833618,1
784,19.967283,29.715715,1
785,17.586069,23.033089,1
786,-4.818281,18.979562,0
787,-5.093055,9.945825,0
788,4.30039,1.276369,0
789,5.126935,15.337285,0
790,-0.877192,4.741348,0
791,2.732943,22.060619,0
792,-3.717583,7.500816,0
793,16.75519,33.271155,1
794,29.241552,-25.323284,1
795,12.809841,11.067533,1
796,8.804647,20.215599,0
797,0.510194,24.924331,0
798,2.439936,4.068294,0
799,18.115235,-9.648901,1
800,17.170375,26.186518,1
801,2.020907,1.181851,0
802,3.296868,34.762748,0
803,0.968642,2.512328,0
804,-11.914751,23.765455,0
805,31.191588,-3.630073,1
806,-0.97014,2.085758,0
807,-0.615441,1.935271,0
808,11.63053,0.91439,1
809,17.511647,20.016095,1
810,21.17076,11.930809,1
811,3.80709,1.261055,0
812,6.164778,21.241491,0
813,14.791159,40.088768,1
814,2.891792,22.406394,0
815,2.007791,3.909993,0
816,19.062384,8.773909,1
817,15.91862,28.300875,1
818,11.578869,6.383267,1
819,3.478818,13.618788,0
820,6.944083,13.693828,0
821,18.420741,24.404736,1
822,0.732964,2.921785,0
823,23.608402,6.702642,1
824,26.091746,8.302209,0
825,-0.837691,4.416268,0
826,-2.24846,2.708604,0
827,3.07519,-1.250878,0
828,20.680741,26.243364,1
829,25.734371,2.795704,1
830,2.811735,2.766094,0
831,-1.626678,2.577984,0
832,16.367437,18.565231,1
833,0.489117,3.277215,0
834,-0.498742,1.918159,0
835,3.685077,26.630154,0
836,1.297882,2.018889,0
837,15.271768,6.722316,1
838,23.742777,-6.917546,1
839,17.964945,29.091722,1
840,20.668903,12.408876,1
841,2.237035,13.423372,1
842,2.324422,21.004124,0
843,18.51539,11.016477,1
844,16.019367,5.111646,1
845,11.190582,13.447192,1
846,20.550961,13.912723,1
847,-2.275638,20.526542,0
848,2.132841,-0.461581,0
849,-1.275008,4.067492,0
850,14.812414,-2.359187,1
851,4.322054,28.216662,0
852,18.525425,22.969097,1
853,-0.938482,17.852184,0
854,3.253748,13.820992,0
855,5.638015,10.365286,0
856,17.755572,13.13615,1
857,-0.174902,3.963267,0
858,-3.731634,19.731862,0
859,0.203659,4.880766,0
860,3.509733,-1.07754,0
861,16.7347,10.555281,1
862,-2.356544,20.074217,0
863,16.322172,19.327504,1
864,6.603367,10.741397,0
865,19.649796,-6.668702,1
866,15.321553,10.960595,1
867,-0.620854,5.128253,0
868,18.541569,1.985717,1
869,-0.152707,21.298872,0
870,18.058624,21.868452,1
871,18.336323,19.809517,1
872,18.983046,16.406465,1
873,3.233625,24.879148,0
874,-1.585961,21.404269,0
875,-8.858341,16.737977,0
876,6.033349,-5.46807,0
877,33.241292,-26.019122,1
878,0.662547,1.338577,0
879,20.277142,17.488764,1
880,18.296645,16.192823,1
881,22.507279,-8.546783,1
882,23.41988,-3.461657,1
883,19.663576,13.839159,1
884,22.862188,-1.58129,1
885,30.131833,-18.0138,1
886,18.757584,-4.416953,1
887,17.372577,-2.167794,1
888,-4.010471,20.261368,1
889,2.892766,11.519328,0
890,-3.875991,17.960733,0
891,-6.505253,17.635253,0
892,19.192519,13.78464,0
893,22.647535,9.630862,1
894,20.444898,18.93475,1
895,20.589905,15.127305,1
896,12.956963,19.58505,0
897,-1.359,29.403908,0
898,17.291592,20.043353,1
899,8.190936,19.423715,1
900,3.727239,11.825293,0
901,6.327729,20.644154,1
902,-7.639612,15.517867,0
903,2.039293,2.24924,0
904,18.928001,17.5218,1
905,22.308286,-13.045055,1
906,-0.745667,15.307943,0
907,0.38925,28.699697,0
908,3.190528,15.683761,0
909,4.022317,-1.81781,0
910,17.920765,8.852681,1
911,15.833459,5.613904,1
912,3.699759,12.086484,0
913,20.817688,3.493275,1
914,-1.064191,16.886911,0
915,-8.509911,26.286994,0
916,20.536382,-3.595965,1
917,7.736156,17.414819,1
918,18.327228,24.130137,1
919,29.665936,-15.462517,1
920,25.570492,-4.941578,1
921,18.214662,21.820412,1
922,12.021991,9.233185,0
923,-3.44235,9.693113,0
924,-5.236454,24.882869,0
925,17.877806,27.928355,1
926,15.069543,-6.285788,1
927,-0.8697,4.825038,0
928,19.979268,-3.805272,1
929,20.426218,-11.099327,1
930,3.601676,22.021137,0
931,19.790361,15.302871,0
932,8.759243,12.775603,1
933,-10.549097,29.357477,0
934,2.587642,1.302013,0
935,0.858687,3.978931,0
936,16.628193,10.29604,1
937,-2.19877,5.183063,0
938,5.639202,10.51445,0
939,18.393411,26.012978,1
940,18.678383,16.73033,1
941,16.093571,4.583274,1
942,29.643705,-12.922857,1
943,3.351739,1.051989,0
944,23.107946,7.915733,1
945,23.735543,7.366306,1
946,2.700426,21.987404,1
947,25.616608,-15.851605,1
948,5.410917,24.718097,0
949,26.552434,-4.81118,1
950,34.496185,-12.122561,1
951,19.548299,11.823613,1
952,2.075429,1.590493,0
953,17.193989,23.551339,1
954,23.483541,4.053534,1
955,19.079527,-2.096,1
956,-0.581004,6.983382,0
957,1.415677,31.197712,0
958,23.368958,-3.729014,1
959,17.258094,18.652941,1
960,-2.024731,22.931367,0
961,8.825663,10.606836,1
962,-3.654388,18.39718,0
963,1.777809,0.611463,0
964,-0.114463,3.068426,0
965,19.192964,13.396626,1
966,1.807517,-0.850021,0
967,17.644839,24.286542,1
968,19.333155,15.745959,1
969,4.460908,-2.012442,0
970,11.949938,16.116736,1
971,-1.123868,12.89248,0
972,6.067136,21.130841,1
